abaddon	models/heroes/abaddon/abaddon_shape.vmdl_c
abaddon	models/heroes/abaddon/cape.vmdl_c
abaddon	models/heroes/abaddon/helmet.vmdl_c
abaddon	models/heroes/abaddon/mount.vmdl_c
abaddon	models/heroes/abaddon/shoulders.vmdl_c
abaddon	models/heroes/abaddon/weapon.vmdl_c
abyssal_underlord	models/heroes/abyssal_underlord/mesh/underlord_armor.vmdl_c
abyssal_underlord	models/heroes/abyssal_underlord/mesh/underlord_head.vmdl_c
abyssal_underlord	models/heroes/abyssal_underlord/mesh/underlord_headitem.vmdl_c
abyssal_underlord	models/heroes/abyssal_underlord/mesh/underlord_weapon.vmdl_c
alchemist	models/heroes/alchemist/alchemist_gauntlets.vmdl_c
alchemist	models/heroes/alchemist/alchemist_goblin_body.vmdl_c
alchemist	models/heroes/alchemist/alchemist_goblin_head.vmdl_c
alchemist	models/heroes/alchemist/alchemist_goblinhat.vmdl_c
alchemist	models/heroes/alchemist/alchemist_leftbottle.vmdl_c
alchemist	models/heroes/alchemist/alchemist_ogre_head.vmdl_c
alchemist	models/heroes/alchemist/alchemist_purple_bottle.vmdl_c
alchemist	models/heroes/alchemist/alchemist_saddlehat.vmdl_c
alchemist	models/heroes/alchemist/alchemist_scabbard.vmdl_c
ancient_apparition	models/heroes/ancient_apparition/ancient_apparition_shoulder.vmdl_c
ancient_apparition	models/heroes/ancient_apparition/ancient_apparition_tail.vmdl_c
antimage	models/heroes/antimage/antimage_arms.vmdl_c
antimage	models/heroes/antimage/antimage_belt.vmdl_c
antimage	models/heroes/antimage/antimage_chest.vmdl_c
antimage	models/heroes/antimage/antimage_head.vmdl_c
antimage	models/heroes/antimage/antimage_offhand_weapon.vmdl_c
antimage	models/heroes/antimage/antimage_weapon.vmdl_c
arc_warden	models/heroes/arc_warden/arc_warden_back.vmdl_c
arc_warden	models/heroes/arc_warden/arc_warden_bracers.vmdl_c
arc_warden	models/heroes/arc_warden/arc_warden_shoulder.vmdl_c
axe	models/heroes/axe/axe_armor.vmdl_c
axe	models/heroes/axe/axe_belt.vmdl_c
axe	models/heroes/axe/axe_hair.vmdl_c
axe	models/heroes/axe/axe_ponytail.vmdl_c
axe	models/heroes/axe/axe_weapon.vmdl_c
bane	models/heroes/bane/bane_head.vmdl_c
bane	models/heroes/bane/bane_shoulders.vmdl_c
bane	models/heroes/bane/grip.vmdl_c
batrider	models/heroes/batrider/batrider_belt.vmdl_c
batrider	models/heroes/batrider/batrider_cloak.vmdl_c
batrider	models/heroes/batrider/batrider_head.vmdl_c
batrider	models/heroes/batrider/batrider_molotov.vmdl_c
batrider	models/heroes/batrider/batrider_mount.vmdl_c
batrider	models/heroes/batrider/batrider_weapon.vmdl_c
beastmaster	models/heroes/beastmaster/beastmaster_arms.vmdl_c
beastmaster	models/heroes/beastmaster/beastmaster_belt.vmdl_c
beastmaster	models/heroes/beastmaster/beastmaster_drums_kit.vmdl_c
beastmaster	models/heroes/beastmaster/beastmaster_head.vmdl_c
beastmaster	models/heroes/beastmaster/beastmaster_weapon.vmdl_c
bloodseeker	models/heroes/blood_seeker/belt.vmdl_c
bloodseeker	models/heroes/blood_seeker/cape.vmdl_c
bloodseeker	models/heroes/blood_seeker/helmet.vmdl_c
bloodseeker	models/heroes/blood_seeker/neck.vmdl_c
bloodseeker	models/heroes/blood_seeker/weapon.vmdl_c
bloodseeker	models/heroes/blood_seeker/weapon_offhand.vmdl_c
bounty_hunter	models/heroes/bounty_hunter/bounty_hunter_backpack.vmdl_c
bounty_hunter	models/heroes/bounty_hunter/bounty_hunter_bandana.vmdl_c
bounty_hunter	models/heroes/bounty_hunter/bounty_hunter_bweapon.vmdl_c
bounty_hunter	models/heroes/bounty_hunter/bounty_hunter_lweapon.vmdl_c
bounty_hunter	models/heroes/bounty_hunter/bounty_hunter_pads.vmdl_c
bounty_hunter	models/heroes/bounty_hunter/bounty_hunter_rweapon.vmdl_c
brewmaster	models/heroes/brewmaster/back.vmdl_c
brewmaster	models/heroes/brewmaster/barrel.vmdl_c
brewmaster	models/heroes/brewmaster/bracer.vmdl_c
brewmaster	models/heroes/brewmaster/brewmaster_firespirit.vmdl_c
brewmaster	models/heroes/brewmaster/brewmaster_mug.vmdl_c
brewmaster	models/heroes/brewmaster/brewmaster_voidspirit.vmdl_c
brewmaster	models/heroes/brewmaster/shoulder.vmdl_c
